298506.79983898805	4137823.911031507	0.0
298506.7992801826	4137823.8160634004	0.0
298506.79879054846	4137823.721096273	0.0
298506.79837008595	4137823.626130126	0.0
298506.79801879474	4137823.5311649577	0.0
298506.797736675	4137823.4362007696	0.0
298506.79752372665	4137823.341237561	0.0
298506.79737994977	4137823.2462753314	0.0
298506.79730534443	4137823.151314082	0.0
298506.79729991045	4137823.056353812	0.0
298506.79736364784	4137822.9613945223	0.0
298506.7974965567	4137822.866436211	0.0
298506.797698637	4137822.7714788793	0.0
298506.7979698887	4137822.676522528	0.0
298506.7983103118	4137822.581567155	0.0
298506.7987199065	4137822.4866127623	0.0
298506.79919867247	4137822.391659349	0.0
298506.79974660993	4137822.296706916	0.0
298506.8003637189	4137822.2017554627	0.0
298506.80104999925	4137822.1068049883	0.0
298506.801805451	4137822.011855494	0.0
298506.8026300742	4137821.916906978	0.0
298506.8035238688	4137821.821959442	0.0
298506.80448683485	4137821.7270128857	0.0
298506.8055189724	4137821.632067309	0.0
298506.8066202813	4137821.537122712	0.0
298506.80779076164	4137821.4421790945	0.0
298506.80903041345	4137821.347236457	0.0
298506.8103392367	4137821.2522947984	0.0
298506.81171723135	4137821.1573541192	0.0
298506.81316439743	4137821.0624144203	0.0
298506.8146807349	4137820.9674757007	0.0
298506.81626624387	4137820.8725379603	0.0
298506.81792092434	4137820.7776011997	0.0
298506.8196447761	4137820.6826654184	0.0
298506.8214377994	4137820.5877306173	0.0
298506.8232999941	4137820.492796796	0.0
298506.8252313602	4137820.397863954	0.0
298506.8272318978	4137820.302932091	0.0
298506.8293016068	4137820.208001208	0.0
298506.83144048724	4137820.1130713047	0.0
298506.8336485391	4137820.0181423808	0.0
298506.8359257624	4137819.9232144365	0.0
298506.8382721571	4137819.8282874716	0.0
298506.84068772336	4137819.733361487	0.0
298506.8431724609	4137819.638436481	0.0
298506.84572636994	4137819.5435124547	0.0
298506.84834945045	4137819.448589408	0.0
298506.8510417023	4137819.3536673407	0.0
298506.8538031257	4137819.258746253	0.0
298506.85663372045	4137819.1638261448	0.0
298506.8595334866	4137819.068907017	0.0
298506.8625024243	4137818.9739888683	0.0
298506.8655405333	4137818.879071699	0.0
298506.8686478138	4137818.7841555094	0.0
298506.87182426575	4137818.689240299	0.0
298506.8750698891	4137818.5943260686	0.0
298506.8783846839	4137818.4994128174	0.0
298506.88176865014	4137818.4045005464	0.0
298506.88522178784	4137818.3095892547	0.0
298506.8887440969	4137818.214678942	0.0
298506.89233557746	4137818.1197696095	0.0
298506.89599622943	4137818.0248612566	0.0
298506.8997260528	4137817.9299538825	0.0
298506.9035250477	4137817.835047489	0.0
298506.90739321394	4137817.7401420744	0.0
298506.91133055167	4137817.6452376395	0.0
298506.9153370608	4137817.5503341844	0.0
298506.9194127413	4137817.455431708	0.0
298506.92355759337	4137817.3605302125	0.0
298506.9277716168	4137817.2656296957	0.0
298506.9320548117	4137817.1707301587	0.0
298506.93640717794	4137817.0758316014	0.0
298506.9408287157	4137816.980934023	0.0
298506.94531942485	4137816.886037425	0.0
298506.9498793055	4137816.791141806	0.0
298506.9545083575	4137816.696247167	0.0
298506.959206581	4137816.601353507	0.0
298506.9639739759	4137816.506460827	0.0
298506.96881054225	4137816.411569127	0.0
298506.97371628	4137816.3166784057	0.0
298506.9786911892	4137816.2217886643	0.0
298506.98373526987	4137816.126899902	0.0
298506.9888485219	4137816.03201212	0.0
298506.9940309454	4137815.9371253173	0.0
298506.99928254035	4137815.8422394935	0.0
298507.00460330676	4137815.7473546504	0.0
298507.00999324454	4137815.6524707866	0.0
298507.0154523538	4137815.557587902	0.0
298507.0209806345	4137815.4627059973	0.0
298507.0265780866	4137815.3678250723	0.0
298507.03224471014	4137815.272945126	0.0
298507.0379805051	4137815.1780661596	0.0
298507.0437854715	4137815.0831881734	0.0
298507.0496596094	4137814.988311167	0.0
298507.0556029186	4137814.8934351387	0.0
298507.0616153993	4137814.7985600913	0.0
298507.06769705145	4137814.7036860227	0.0
298507.07384787506	4137814.6088129333	0.0
298507.08006787003	4137814.513940824	0.0
298507.0863570365	4137814.419069695	0.0
